timestamp,tag_id,x,y,type
1782448648.2631476,0xD0,0.858022369782768,0.6563352461523513,UWB
1782448650.7888308,0xD0,0.8481123693357486,0.8201931648459629,UWB
1782448652.0347369,0xD0,0.7645386432356269,1.1039276275628893,UWB
1782448652.649534,0xD0,0.6513047392873679,1.4266821181092915,UWB
1782448653.0589533,0xD0,0.6522842674329866,1.5432432881026499,UWB
1782448655.2074866,0xD0,0.643398697319649,2.0618204954213724,UWB
1782448655.621331,0xD0,0.6604986937840426,2.1723258685419315,UWB
1782448656.636723,0xD0,0.6761605516249586,2.341874274781343,UWB
1782448657.3644707,0xD0,0.646132016407631,2.7608144317818994,UWB
1782448658.2780778,0xD0,0.4432415459151051,2.9432712709318882,UWB
1782448660.736058,0xD0,0.553678625042957,3.4982820173616256,UWB
1782448660.9908013,0xD0,0.4383387751788867,3.6490743852582663,UWB
1782448661.962657,0xD0,0.41318378939340905,4.0335254357470305,UWB
1782448663.4985044,0xD0,0.2680236554325454,4.206700794437865,UWB
1782448664.0134616,0xD0,0.3542400148119529,4.284849445415031,UWB
1782448665.8554132,0xD0,0.4935793305678854,4.475288953187053,UWB
1782448668.4084678,0xD0,0.636559102587945,5.122179840767904,UWB
1782448669.3379583,0xD0,0.6973432114201458,4.883553287650057,UWB
1782448670.252473,0xD0,0.671585858993836,5.352777011449952,UWB
1782448671.6573393,0xD0,0.7515285393777456,4.93469549942539,UWB
1782448673.93802,0xD0,0.649114153520047,5.435920622961619,UWB
1782448674.654128,0xD0,0.7717718736529088,5.004174667955699,UWB
1782448675.2720172,0xD0,0.5381878491317873,5.452659838174291,UWB
1782448675.4842403,0xD0,0.48438480455078975,5.742322308070986,UWB
1782448677.6179419,0xD0,0.436319690885778,6.113508822577954,UWB
1782448678.128486,0xD0,0.3786388052257465,6.524995383344176,UWB
1782448679.9243302,0xD0,0.5102143427437024,7.056364454181995,UWB
1782448682.4306798,0xD0,0.4261134767996248,7.338195913619782,UWB
1782448683.9649134,0xD0,0.422138974215436,7.571700197725142,UWB
1782448685.1938455,0xD0,0.3643882092892896,7.884391156216302,UWB
1782448686.9324086,0xD0,0.2630509208002209,8.07850728648572,UWB
1782448687.853428,0xD0,0.8946364081121478,8.278902015724608,UWB
1782448688.7814276,0xD0,0.7966347945732547,8.214964935371013,UWB
1782448690.3559895,0xD0,1.4876324850236813,8.644411290524815,UWB
1782448692.4685488,0xD0,1.361699435808185,8.738968522014757,UWB
1782448694.4864595,0xD0,1.1637242581033047,8.640915965489496,UWB
1782448696.039141,0xD0,2.123467922307284,8.708135370894226,UWB
1782448698.544526,0xD0,1.9931620661829947,8.723739062893767,UWB
1782448699.519667,0xD0,2.1582795549923075,8.764829168976222,UWB
1782448700.9625165,0xD0,2.3507566409815284,8.85015406688942,UWB
1782448702.0037158,0xD0,2.5928942611622596,8.788598357620387,UWB
1782448702.8206196,0xD0,2.9484527182257567,8.588328759711102,UWB
1782448703.8241124,0xD0,3.2889398691621645,8.634226518587822,UWB
1782448705.66109,0xD0,3.3664365060706705,8.757104544714705,UWB
1782448706.0090163,0xD0,2.8542734739825786,9.005992412413367,UWB
1782448706.7012527,0xD0,3.2225796363723966,8.983630280791722,UWB
1782448708.6144583,0xD0,3.6032247636693473,8.920206911846757,UWB
1782448710.2729042,0xD0,3.9700327581421666,8.967958182805257,UWB
1782448712.7164686,0xD0,4.256875140078636,8.556339836675406,UWB
1782448714.250992,0xD0,4.1525031965618275,8.28043209213318,UWB
1782448719.1705382,0xD0,4.349440077315424,7.587176421393147,UWB
1782448719.1815264,0xD0,4.399119303888827,7.171457208151721,UWB
1782448720.907293,0xD0,4.475922728076798,6.945013977145743,UWB
1782448723.249007,0xD0,4.615105884165573,6.5312764073247065,UWB
1782448723.3722157,0xD0,4.581440862004704,6.19075446648143,UWB
1782448723.9945014,0xD0,4.5984041279017145,6.1018795738820675,UWB
1782448726.2311485,0xD0,4.623164720529589,5.874268732024616,UWB
1782448727.7648,0xD0,4.524195326303065,5.559187776803371,UWB
1782448728.4862432,0xD0,4.759083056468665,5.243086560436984,UWB
1782448731.3480115,0xD0,4.879121865806729,4.730052229799363,UWB
1782448732.3688972,0xD0,5.138373696230467,4.2628361648852025,UWB
1782448733.8439999,0xD0,4.886514534917344,3.84632097926479,UWB
1782448734.9484448,0xD0,4.758061742563163,3.5239781246049366,UWB
1782448736.160671,0xD0,4.369155181304926,3.4155485584848977,UWB
1782448737.7710025,0xD0,4.482577334563701,3.1851963296453554,UWB
1782448739.2209823,0xD0,4.184368358482292,3.2423205001069015,UWB
1782448741.5555465,0xD0,4.094072121619886,2.9811254772821263,UWB
1782448743.2197812,0xD0,4.218724535059286,2.5417488848020886,UWB
1782448743.8229578,0xD0,4.1004603494969,2.480083067767266,UWB
1782448745.565632,0xD0,4.301190417909204,2.315149947392854,UWB
1782448747.6247,0xD0,4.186864879352104,2.0429553475244577,UWB
1782448749.0371418,0xD0,4.293934502434261,1.7668661719380956,UWB
1782448750.378793,0xD0,4.238015161125407,1.5131519155276338,UWB
1782448750.8893883,0xD0,4.481656635686539,1.2318726810377907,UWB
1782448757.6512742,0xD0,4.5100526818405955,0.7876331862031989,UWB
1782448761.2217338,0xD0,4.262081172573535,0.739719347478025,UWB
1782448763.6880994,0xD0,3.8797728503224995,0.3715451185123157,UWB
1782448764.9178736,0xD0,3.6020051928202,0.29308898472868583,UWB
1782448766.0344825,0xD0,3.3399756352245773,0.3116038304501793,UWB
1782448768.2952182,0xD0,3.0572696352673985,0.21722186034347518,UWB
1782448771.8764875,0xD0,2.995237383737741,0.16562409642243425,UWB
1782448774.9196584,0xD0,2.9086901852685334,0.1828941135924694,UWB
1782448776.78453,0xD0,2.9396438303436754,0.048613987211340776,UWB
1782448780.4437923,0xD0,2.615120570276094,0.18232149362223363,UWB
1782448782.5076942,0xD0,2.761819395378328,0.08337289725064868,UWB
1782448784.3627145,0xD0,2.8395966545739277,-0.009268813567963705,UWB
1782448788.0358098,0xD0,2.2765177019115055,0.05732421052214043,UWB
1782448798.905921,0xD0,1.949274307118251,0.04697087643039869,UWB
1782448799.3457873,0xD0,2.26907624481006,0.1841706753245773,UWB
1782448802.3708618,0xD0,2.682536486259779,0.09484768382641164,UWB
1782448900.6835074,0xD0,2.2125743853323474,0.4584152665383326,UWB
1782448901.3225248,0xD0,2.0028962798121857,0.6111410292214456,UWB
1782448908.274158,0xD0,1.8482292094613062,0.5712678714546539,UWB
1782448910.2169418,0xD0,1.6365842098019376,0.49165088561034087,UWB
1782448912.7721157,0xD0,1.7701711494612709,0.4379509571945809,UWB
1782448927.1091835,0xD0,1.8749769299875296,0.2529057718906478,UWB
1782448928.6423788,0xD0,1.7777599579479013,0.18389051114844623,UWB
1782448931.1031044,0xD0,1.6835174224432266,0.12200146530350232,UWB
1782448933.7517152,0xD0,1.3523910126569643,0.15419852041015458,UWB
1782448936.7431111,0xD0,1.0680308316836702,0.1860409496773363,UWB
1782448938.6058035,0xD0,0.8960988153750402,0.016356199392562054,UWB
1782448941.634418,0xD0,0.8301668284331954,-0.007794965489049038,UWB
1782448943.3096192,0xD0,0.7248862848287583,0.06799011291317694,UWB
1782448946.0345643,0xD0,0.6113315678407342,0.17740362603595333,UWB
1782448953.509031,0xD0,0.6959372620201608,0.49313313114881824,UWB
1782448953.9320726,0xD0,1.055252114799276,0.7213078646317523,UWB
1782448955.8564942,0xD0,1.2631322563431442,0.9156117329660018,UWB
1782448958.5491436,0xD0,1.3073470995593357,1.3468290012976332,UWB
1782448961.594081,0xD0,1.2944402538632132,1.972320834550011,UWB
1782448963.7391393,0xD0,1.5502726519834393,2.6440446526177843,UWB
1782448963.8434145,0xD0,1.7619264188607506,3.2951877219878316,UWB
1782448966.3957908,0xD0,1.9734315237404092,3.9014409628073645,UWB
1782448969.6898715,0xD0,3.357721698383551,3.968630152528877,UWB
1782448971.7236245,0xD0,3.309938603377605,4.046515570143528,UWB
1782448972.7521324,0xD0,3.8413165873347688,3.925552210298169,UWB
1782448975.5268853,0xD0,3.268635871234278,4.20043059981545,UWB
1782448980.4277124,0xD0,3.926706923627454,4.133069202723093,UWB
1782448982.5683782,0xD0,3.779374505101515,4.136244488804855,UWB
1782448983.2976105,0xD0,3.044746308132333,4.122946080881931,UWB
1782448986.6663914,0xD0,2.5683014109893563,3.979447891066079,UWB
1782448987.2852576,0xD0,2.3502913230729905,4.051675104686177,UWB
1782448988.0102837,0xD0,2.5328780787282947,4.0585180554581815,UWB
1782448988.9052837,0xD0,2.460982104817685,4.519665059142046,UWB
1782448989.630669,0xD0,2.5649776608245527,4.343164109585449,UWB
1782448989.8387072,0xD0,2.4107238265254316,4.582405671491089,UWB
1782448993.3158119,0xD0,2.5102605053866975,4.241429279145244,UWB
1782448996.4832146,0xD0,2.550556474465583,4.076323973915294,UWB
1782448997.1046143,0xD0,2.529493275477837,3.9568151664502698,UWB
1782448998.4386995,0xD0,2.498889822216815,3.914184720673789,UWB
1782448999.2583625,0xD0,2.4491863555632674,3.9201591298222405,UWB
1782635461.9468374,0xD0,6.160080042788511,3.3421623798368034,UWB
1782635461.9528377,0xC0,-1.7132044536300817,6.783506912250568,UWB
1782635504.2167556,0xC0,-0.1770022929712738,3.9020032083134155,UWB
1782635504.2217531,0xD0,4.519846132870785,4.306721659122188,UWB
1782635566.812328,0xC0,0.9790371743622399,3.8743877804673117,UWB
1782635566.8182971,0xD0,2.436891221122257,4.137847456494332,UWB
1783497653.529733,0xD0,2.2505196502442972,0.36830232046110395,UWB
1783497653.552005,0xD0,2.5003254324754565,0.08445996369139397,UWB
1783497653.5616205,0xD0,2.704833098818877,-0.12946398969386505,UWB
1783497653.6809468,0xD0,2.8524261409943854,-0.27432218062924607,UWB
1783497653.6958477,0xD0,3.0001765833437215,-0.3765837527010745,UWB
1783497653.7114956,0xD0,3.1396469131525313,-0.4769325361955457,UWB
1783497653.8208075,0xD0,3.2389713988085567,-0.5496845980651142,UWB
1783497653.8347962,0xD0,3.3370128085140176,-0.6161524302786572,UWB
1783497653.8492267,0xD0,3.408601026228539,-0.6601721288279254,UWB
1783497653.9779615,0xD0,3.464720179689458,-0.7158092785335731,UWB
1783497653.995979,0xD0,3.539189737270526,-0.77082919811486,UWB
1783497654.0292206,0xD0,3.5612532385423705,-0.8084270072329817,UWB
1783497654.1300023,0xD0,3.600406125157852,-0.8243387244552871,UWB
1783497654.145163,0xD0,3.6310487435582233,-0.8270780917646083,UWB
1783497654.2334645,0xD0,3.6631927277794065,-0.8434960475701136,UWB
1783497654.2599938,0xD0,3.6787097886677995,-0.8607489260740983,UWB
1783497654.2747588,0xD0,3.6433589982208603,-0.8648653835625852,UWB
1783497654.289992,0xD0,3.6519311466340585,-0.8694607397842756,UWB
1783497654.3314786,0xD0,3.648239117909855,-0.8676069319030769,UWB
1783497654.3700888,0xD0,3.6670529893416832,-0.8628957907929762,UWB
1783497654.4347003,0xD0,3.6280036409630725,-0.8519789589196607,UWB
1783497654.506222,0xD0,3.596674938571675,-0.836356483373903,UWB
1783497654.7014582,0xD0,3.5529173469001716,-0.8282405401043418,UWB
1783497654.7216496,0xD0,3.5037831633687038,-0.8194033705040121,UWB
1783497654.7362106,0xD0,3.500415683624708,-0.8370339793004421,UWB
1783497654.8057997,0xD0,3.520056055865628,-0.8590633504215862,UWB
1783497655.0033123,0xD0,3.4908869437798145,-0.8506483172302008,UWB
1783497655.031248,0xD0,3.4777821682782983,-0.8458065179162912,UWB
1783497655.055905,0xD0,3.4503843381822854,-0.8297666842124721,UWB
1783497655.058018,0xD0,3.519608778490616,-0.8402730733633498,UWB
1783497655.0721426,0xD0,3.5262079927786636,-0.8291591286553783,UWB
1783497655.0840232,0xD0,3.491990886186909,-0.8062691950328642,UWB
1783497655.092431,0xD0,3.480378073270179,-0.801134314140182,UWB
1783497655.0952735,0xD0,3.4839186587220157,-0.8043856223546696,UWB
1783497655.1402283,0xD0,3.4505680665945047,-0.8070714301138485,UWB
1783497655.2446506,0xD0,3.3768511029310293,-0.7926092211414619,UWB
